kurtosis,std,min,slope
1.0,-0.0007358273925623032,0.02726431577667423,-0.10774875654137409
-0.0007358273925623032,1.0,0.009979828210289482,0.06518054993508174
0.02726431577667423,0.009979828210289482,1.0,-0.34329256423708104
-0.10774875654137409,0.06518054993508174,-0.34329256423708104,1.0
