kurtosis,std,min,slope
1.0,0.006042604762018386,0.01607625087997206,-0.02996195666922432
0.006042604762018386,1.0,0.005864614182432577,-0.1630741808363407
0.01607625087997206,0.005864614182432577,1.0,-0.3812942880049618
-0.02996195666922432,-0.1630741808363407,-0.3812942880049618,1.0
